# thresholds,fpr,tpr
2.755891427097084637e-69,8.894379246448425036e-01,8.158338012352610580e-01
2.750808549594556715e-69,8.894379246448425036e-01,8.163952835485682735e-01
4.256959919392391569e-70,8.919085855466337698e-01,8.163952835485682735e-01
1.679119288312600268e-70,8.919085855466337698e-01,8.180797304884895871e-01
1.677142494111614059e-70,8.925262507720815863e-01,8.180797304884895871e-01
1.396485360357307241e-70,8.925262507720815863e-01,8.186412128017966916e-01
5.392437464201978205e-71,8.931439159975292919e-01,8.186412128017966916e-01
4.925731635715431910e-71,8.931439159975292919e-01,8.192026951151039071e-01
4.653586794901811291e-71,8.937615812229771084e-01,8.192026951151039071e-01
3.966096767101504429e-71,8.937615812229771084e-01,8.197641774284110117e-01
2.828136402956744776e-71,8.949969116738727415e-01,8.197641774284110117e-01
2.125758339092440531e-71,8.949969116738727415e-01,8.203256597417181162e-01
5.171175471584540778e-72,8.968499073502161911e-01,8.203256597417181162e-01
3.731294047884225122e-72,8.968499073502161911e-01,8.208871420550252207e-01
3.345297200261865792e-72,8.974675725756640077e-01,8.208871420550252207e-01
2.784453043913067510e-72,8.974675725756640077e-01,8.220101066816395408e-01
2.105657077494715342e-72,8.980852378011118242e-01,8.220101066816395408e-01
1.588027155935408444e-72,8.980852378011118242e-01,8.231330713082537498e-01
8.333713391159924504e-73,9.005558987029029794e-01,8.231330713082537498e-01
8.140858943342516575e-73,9.005558987029029794e-01,8.236945536215609653e-01
7.484677926833320814e-73,9.011735639283507959e-01,8.236945536215609653e-01
5.785433238234236133e-73,9.011735639283507959e-01,8.248175182481751744e-01
4.906621255630732964e-73,9.024088943792464290e-01,8.248175182481751744e-01
3.855578169256584376e-73,9.024088943792464290e-01,8.259404828747894944e-01
2.569447201316450850e-73,9.036442248301420621e-01,8.259404828747894944e-01
1.856946583714271448e-73,9.036442248301420621e-01,8.270634475014037035e-01
1.791157218300177509e-73,9.042618900555898787e-01,8.270634475014037035e-01
1.370593214797937157e-73,9.042618900555898787e-01,8.287478944413251281e-01
1.095177130859750357e-73,9.048795552810376952e-01,8.287478944413251281e-01
1.851218646028188321e-74,9.048795552810376952e-01,8.298708590679393371e-01
1.791759607234912645e-74,9.054972205064855117e-01,8.298708590679393371e-01
6.949947803728062955e-75,9.054972205064855117e-01,8.326782706344749707e-01
5.916909960385206248e-75,9.067325509573811448e-01,8.326782706344749707e-01
5.507434562348787780e-75,9.067325509573811448e-01,8.332397529477821863e-01
4.042068947205597697e-75,9.079678814082766669e-01,8.332397529477821863e-01
2.122539961520116970e-75,9.079678814082766669e-01,8.338012352610892908e-01
1.968119124307747394e-75,9.092032118591723000e-01,8.338012352610892908e-01
9.464066969776445313e-76,9.092032118591723000e-01,8.354856822010107154e-01
5.354370514752452174e-76,9.104385423100679331e-01,8.354856822010107154e-01
3.647320429721517503e-76,9.104385423100679331e-01,8.360471645143178199e-01
1.417451108047291896e-76,9.110562075355157496e-01,8.360471645143178199e-01
1.171055934759151541e-76,9.110562075355157496e-01,8.366086468276249244e-01
4.874880173857984969e-77,9.122915379864113827e-01,8.366086468276249244e-01
4.607920503934218295e-77,9.122915379864113827e-01,8.371701291409320289e-01
4.329154681658248665e-77,9.129092032118591993e-01,8.371701291409320289e-01
1.876879218985381221e-77,9.129092032118591993e-01,8.388545760808534535e-01
1.263865558968339256e-77,9.135268684373070158e-01,8.388545760808534535e-01
6.410264874463950816e-78,9.135268684373070158e-01,8.399775407074676625e-01
3.818306918431277301e-78,9.166151945645459875e-01,8.399775407074676625e-01
3.777212895942101282e-78,9.166151945645459875e-01,8.405390230207748781e-01
1.256491908971400226e-78,9.190858554663372537e-01,8.405390230207748781e-01
4.885710713984167935e-79,9.190858554663372537e-01,8.422234699606961916e-01
4.173826002186423324e-79,9.197035206917850703e-01,8.422234699606961916e-01
1.776480182343912948e-79,9.197035206917850703e-01,8.439079169006176162e-01
1.120776809372179535e-79,9.203211859172328868e-01,8.439079169006176162e-01
1.084827834848977831e-79,9.203211859172328868e-01,8.444693992139247207e-01
1.037937262158887285e-79,9.209388511426807034e-01,8.444693992139247207e-01
9.158162406916334819e-80,9.209388511426807034e-01,8.450308815272319363e-01
8.093950559305774121e-80,9.215565163681285199e-01,8.450308815272319363e-01
6.980235272763758025e-80,9.215565163681285199e-01,8.455923638405390408e-01
5.485253702485236743e-80,9.221741815935763364e-01,8.455923638405390408e-01
2.836650872160855607e-80,9.221741815935763364e-01,8.495227400336888834e-01
1.502242013440284100e-80,9.234095120444718585e-01,8.495227400336888834e-01
1.330437458014987779e-80,9.234095120444718585e-01,8.500842223469960990e-01
1.268869147990246677e-80,9.240271772699196751e-01,8.500842223469960990e-01
9.830214011590120351e-81,9.240271772699196751e-01,8.512071869736103080e-01
9.291941114996515764e-81,9.246448424953674916e-01,8.512071869736103080e-01
3.395817742102780227e-81,9.246448424953674916e-01,8.528916339135317326e-01
2.473400836387153554e-81,9.264978381717109412e-01,8.528916339135317326e-01
1.853366330618516493e-81,9.264978381717109412e-01,8.534531162268388371e-01
1.750867622706806764e-81,9.271155033971587578e-01,8.534531162268388371e-01
6.714328279234275592e-82,9.271155033971587578e-01,8.545760808534531572e-01
3.968651626922535348e-82,9.295861642989500240e-01,8.545760808534531572e-01
1.461606089696366809e-82,9.295861642989500240e-01,8.579449747332958953e-01
1.303482103068582443e-82,9.302038295243977295e-01,8.579449747332958953e-01
7.829032307141247858e-83,9.302038295243977295e-01,8.590679393599102154e-01
7.285844697577176672e-83,9.308214947498455460e-01,8.590679393599102154e-01
2.825717163863188538e-83,9.308214947498455460e-01,8.601909039865244244e-01
1.874258089395061399e-83,9.314391599752933626e-01,8.601909039865244244e-01
8.353274062948367688e-84,9.314391599752933626e-01,8.607523862998315289e-01
5.955413505321036168e-84,9.326744904261889957e-01,8.607523862998315289e-01
1.259685775754679790e-84,9.326744904261889957e-01,8.629983155530600580e-01
1.103422416379197454e-84,9.332921556516368122e-01,8.629983155530600580e-01
5.232931893067815080e-86,9.332921556516368122e-01,8.646827624929814826e-01
3.770951895293183224e-86,9.345274861025324453e-01,8.646827624929814826e-01
2.537678177882240714e-86,9.345274861025324453e-01,8.669286917462100117e-01
1.984237246465586328e-86,9.351451513279802619e-01,8.669286917462100117e-01
1.324877902177216733e-86,9.351451513279802619e-01,8.674901740595171162e-01
1.084701209039837968e-86,9.363804817788758950e-01,8.674901740595171162e-01
4.221829810033610689e-88,9.363804817788758950e-01,8.731049971925883835e-01
1.166227161434716782e-88,9.407041383570104998e-01,8.731049971925883835e-01
1.068643866496108955e-88,9.407041383570104998e-01,8.736664795058955990e-01
8.968514489091599344e-89,9.425571340333539494e-01,8.736664795058955990e-01
8.594135427651454739e-89,9.425571340333539494e-01,8.742279618192027035e-01
5.954882180677907581e-89,9.431747992588017659e-01,8.742279618192027035e-01
5.293237129830472871e-89,9.431747992588017659e-01,8.747894441325098080e-01
9.162639151020909601e-90,9.450277949351451046e-01,8.747894441325098080e-01
6.722966473032617210e-90,9.450277949351451046e-01,8.753509264458169126e-01
3.046287977026326243e-90,9.468807906114885542e-01,8.753509264458169126e-01
2.786167974354136884e-90,9.468807906114885542e-01,8.759124087591241281e-01
7.841430361492604690e-91,9.493514515132798204e-01,8.759124087591241281e-01
3.362294768361941102e-91,9.493514515132798204e-01,8.775968556990454417e-01
2.609732359374682177e-91,9.505867819641754535e-01,8.775968556990454417e-01
9.541686409373573456e-92,9.505867819641754535e-01,8.798427849522739708e-01
8.397998887884088027e-92,9.512044471896232700e-01,8.798427849522739708e-01
1.885652165862330913e-92,9.512044471896232700e-01,8.837731611454239244e-01
1.712054609124177615e-92,9.518221124150710866e-01,8.837731611454239244e-01
1.199711272715270169e-92,9.518221124150710866e-01,8.848961257720381335e-01
8.664393885920925623e-93,9.524397776405187921e-01,8.848961257720381335e-01
6.896642959500301927e-93,9.524397776405187921e-01,8.865805727119595581e-01
4.715725950588148444e-93,9.536751080914144252e-01,8.865805727119595581e-01
3.787172576590880403e-93,9.536751080914144252e-01,8.877035373385738781e-01
2.233989380320094101e-93,9.542927733168622417e-01,8.877035373385738781e-01
1.867399306053880341e-93,9.542927733168622417e-01,8.888265019651880872e-01
1.043622593086380820e-93,9.549104385423100583e-01,8.888265019651880872e-01
8.680796769359980042e-94,9.549104385423100583e-01,8.893879842784951917e-01
6.308945182404444939e-94,9.555281037677578748e-01,8.893879842784951917e-01
1.454611015687750914e-94,9.555281037677578748e-01,8.905109489051095117e-01
3.155747691389263770e-95,9.573810994441013245e-01,8.905109489051095117e-01
2.188218051930143242e-95,9.573810994441013245e-01,8.910724312184166163e-01
1.849111758437617280e-95,9.579987646695491410e-01,8.910724312184166163e-01
9.059832612593633739e-96,9.579987646695491410e-01,8.921953958450309363e-01
5.224868658916303451e-96,9.586164298949969576e-01,8.921953958450309363e-01
4.435064398438883167e-96,9.586164298949969576e-01,8.927568781583380408e-01
2.093137553254255040e-97,9.604694255713402962e-01,8.927568781583380408e-01
4.508086097999804237e-98,9.604694255713402962e-01,8.955642897248736745e-01
4.092639820052927689e-98,9.610870907967881127e-01,8.955642897248736745e-01
1.184724250391547198e-98,9.610870907967881127e-01,8.966872543514878835e-01
1.019084947844714343e-98,9.617047560222359293e-01,8.966872543514878835e-01
9.071776162085929054e-99,9.617047560222359293e-01,8.978102189781022036e-01
3.665974223517534147e-99,9.629400864731315624e-01,8.978102189781022036e-01
1.138616421607590356e-99,9.629400864731315624e-01,8.994946659180236281e-01
6.036545182889670454e-100,9.641754169240271954e-01,8.994946659180236281e-01
4.808890741708583243e-100,9.641754169240271954e-01,9.006176305446378372e-01
1.436329853739549616e-100,9.654107473749228285e-01,9.006176305446378372e-01
1.330276468021779198e-101,9.654107473749228285e-01,9.023020774845592618e-01
9.867646429283207839e-102,9.660284126003706451e-01,9.023020774845592618e-01
8.448430372915448245e-102,9.660284126003706451e-01,9.034250421111734708e-01
4.549514369593169342e-102,9.666460778258184616e-01,9.034250421111734708e-01
7.513312095078700979e-103,9.666460778258184616e-01,9.062324536777091044e-01
6.526114667807862310e-103,9.672637430512661672e-01,9.062324536777091044e-01
8.242517432228408700e-104,9.672637430512661672e-01,9.090398652442448491e-01
5.930502223680290175e-104,9.684990735021618002e-01,9.090398652442448491e-01
3.037187352000733653e-104,9.684990735021618002e-01,9.112857944974733782e-01
1.089552782737792080e-104,9.697344039530574333e-01,9.112857944974733782e-01
7.947277896804743420e-105,9.697344039530574333e-01,9.124087591240875872e-01
6.929502586516256078e-105,9.703520691785052499e-01,9.124087591240875872e-01
5.435095981656263040e-105,9.703520691785052499e-01,9.129702414373946917e-01
1.882070397551999774e-105,9.722050648548486995e-01,9.129702414373946917e-01
2.813193293175887736e-106,9.722050648548486995e-01,9.169006176305446454e-01
1.098827644883476664e-106,9.728227300802965161e-01,9.169006176305446454e-01
2.102176271775087804e-107,9.728227300802965161e-01,9.185850645704660700e-01
1.002190066845972721e-107,9.734403953057443326e-01,9.185850645704660700e-01
5.759486309685276925e-108,9.734403953057443326e-01,9.191465468837731745e-01
8.426381163360517216e-109,9.740580605311921492e-01,9.191465468837731745e-01
8.060970845239885889e-109,9.740580605311921492e-01,9.197080291970802790e-01
6.610098562467336914e-109,9.746757257566398547e-01,9.197080291970802790e-01
1.467183087388904852e-109,9.746757257566398547e-01,9.208309938236945991e-01
8.459401578433471808e-110,9.752933909820876712e-01,9.208309938236945991e-01
1.180560202178019806e-110,9.752933909820876712e-01,9.236384053902302327e-01
5.282003238556814019e-111,9.759110562075354878e-01,9.236384053902302327e-01
5.372400845325946592e-112,9.759110562075354878e-01,9.253228523301515462e-01
1.767217372648944329e-112,9.771463866584311209e-01,9.253228523301515462e-01
1.691154416890158506e-112,9.771463866584311209e-01,9.258843346434587618e-01
1.027283779018228334e-112,9.777640518838789374e-01,9.258843346434587618e-01
4.096863090007784123e-113,9.777640518838789374e-01,9.270072992700729708e-01
4.004955581417329927e-113,9.783817171093267540e-01,9.270072992700729708e-01
9.726823630530032824e-115,9.783817171093267540e-01,9.292532285233014999e-01
5.068098999198170747e-115,9.796170475602223870e-01,9.292532285233014999e-01
6.403442823171818940e-116,9.796170475602223870e-01,9.298147108366086044e-01
9.297709814553337024e-117,9.808523780111180201e-01,9.298147108366086044e-01
4.114083885964115879e-118,9.808523780111180201e-01,9.314991577765300290e-01
3.890705909752348148e-118,9.814700432365658367e-01,9.314991577765300290e-01
1.887805120317361790e-118,9.814700432365658367e-01,9.320606400898371335e-01
1.543140774677620828e-118,9.820877084620135422e-01,9.320606400898371335e-01
6.272508884999894905e-119,9.820877084620135422e-01,9.331836047164514536e-01
2.612227720989701542e-119,9.827053736874613588e-01,9.331836047164514536e-01
9.366419331194346087e-121,9.827053736874613588e-01,9.365524985962941917e-01
3.527511898778475256e-121,9.833230389129091753e-01,9.365524985962941917e-01
1.574846164122091706e-121,9.833230389129091753e-01,9.376754632229085118e-01
1.191261399169523356e-121,9.839407041383569918e-01,9.376754632229085118e-01
4.355731296186857643e-122,9.839407041383569918e-01,9.382369455362156163e-01
4.255460066056560835e-123,9.845583693638048084e-01,9.382369455362156163e-01
4.119527404749354875e-125,9.845583693638048084e-01,9.393599101628298254e-01
6.709391729200781448e-126,9.851760345892526249e-01,9.393599101628298254e-01
1.558232964892545399e-126,9.851760345892526249e-01,9.410443571027512499e-01
1.387780150753506754e-126,9.857936998147004415e-01,9.410443571027512499e-01
1.276574371727654777e-126,9.857936998147004415e-01,9.416058394160583545e-01
1.063789831336249118e-126,9.870290302655960746e-01,9.416058394160583545e-01
3.007212183001053148e-127,9.870290302655960746e-01,9.427288040426726745e-01
2.078914864593579907e-127,9.876466954910438911e-01,9.427288040426726745e-01
1.961516438088262056e-127,9.876466954910438911e-01,9.432902863559797790e-01
9.994620948452358799e-128,9.882643607164917077e-01,9.432902863559797790e-01
4.784218739647297680e-130,9.882643607164917077e-01,9.477821448624368372e-01
1.076334423210100413e-130,9.894996911673872297e-01,9.477821448624368372e-01
3.123098150582173034e-132,9.894996911673872297e-01,9.494665918023582618e-01
6.191486937726022416e-134,9.901173563928350463e-01,9.494665918023582618e-01
4.393743945088436365e-138,9.901173563928350463e-01,9.539584503088153200e-01
5.212980690176142217e-140,9.913526868437306794e-01,9.539584503088153200e-01
3.955983048153887493e-141,9.913526868437306794e-01,9.550814149354295290e-01
1.411429641724872861e-141,9.925880172946263125e-01,9.550814149354295290e-01
1.588056114340934660e-142,9.925880172946263125e-01,9.567658618753509536e-01
4.386498490975398892e-143,9.932056825200741290e-01,9.567658618753509536e-01
6.454138752393716832e-146,9.932056825200741290e-01,9.595732734418865872e-01
5.252365149436552696e-146,9.938233477455219456e-01,9.595732734418865872e-01
3.711915890521813738e-152,9.938233477455219456e-01,9.629421673217293254e-01
1.012833425465008805e-154,9.950586781964175787e-01,9.629421673217293254e-01
2.364367388727246662e-166,9.950586781964175787e-01,9.708029197080292327e-01
2.196761486098662522e-169,9.956763434218653952e-01,9.708029197080292327e-01
3.038595792450139374e-172,9.956763434218653952e-01,9.741718135878719709e-01
1.666089092650553777e-173,9.962940086473132117e-01,9.741718135878719709e-01
5.737506605075005747e-174,9.962940086473132117e-01,9.747332959011790754e-01
3.750272068719141392e-174,9.969116738727609173e-01,9.747332959011790754e-01
2.887212285223091799e-185,9.969116738727609173e-01,9.781021897810219246e-01
1.355335004706088577e-185,9.975293390982087338e-01,9.781021897810219246e-01
1.510876922545982968e-188,9.975293390982087338e-01,9.792251544076361336e-01
5.133449208153445175e-189,9.981470043236565504e-01,9.792251544076361336e-01
3.469698001263119462e-277,9.981470043236565504e-01,9.938236945536215172e-01
2.249770224932660456e-290,9.993823347745521835e-01,9.938236945536215172e-01
1.862135049861052991e-306,9.993823347745521835e-01,9.949466591802358373e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
